id,商品名称,品牌,型号,功效,产地,适用发质,化妆品净含量
19557186903,海飞丝去屑洗发水/洗发露700ml清爽去油去屑洗发乳 洗发膏 ,海飞丝 ,清爽去油组合 ,深度清洁 控油 ,中国大陆 ,,
43591917683,欧莱雅美发透明质酸水润控油补水保湿无硅油洗发水套装2.1L正品 ,L'OREAL /欧莱雅 ,,深层清洁 保湿 补水 控油 ,中国 ,,其他/other 
39212213871,L'OREAL/欧莱雅 精油润养去屑洗发露 ,L'OREAL /欧莱雅 ,,去头屑 滋润 ,中国 ,,200mL 400mL 700mL 
22522371200,【屈臣氏】 施华蔻水凝胶原修护洗发露600mlx2件 补水滋养保湿 ,Schwarzkopf/施华蔻 ,水凝胶原修护洗发露*2套装 ,柔软顺滑 深层修复 ,中国大陆 ,所有发质 ,
582617765958,屈臣氏 Hair Recipe发之食谱无花果洗护套装 清爽丰盈洗发水 ,Watsons/屈臣氏 ,,,日本 ,,
578415241966,施华蔻羊绒脂烫染修护洗发水护发素套装防毛躁洗头膏润发素1.6L ,Schwarzkopf/施华蔻 ,,滋润 保湿 损伤修复 ,中国 ,受损发质 ,其他/other 
560338727270,施华蔻洗发水朱一龙氨基酸多效修护洗护套装护发素改善干枯防毛躁 ,Schwarzkopf/施华蔻 ,,,中国 ,,
542838264046,L＇oreal/欧莱雅 丝泉净化洗发水 ,L'OREAL /欧莱雅 ,,去头屑 深层清洁 控油 ,中国 ,油性 ,600ml 密集滋养洗发水600ml（针对干性发质） 净化洗护套装1.2L（针对油性发质） 密集滋养洗护套装1.2L（针对干性发质） 
552694589338,清扬去屑洗发露樱花沁爽型750ml 洗发乳 ,CLEAR/清扬 ,清扬去屑洗发露(樱花沁爽型)组合 ,深度清洁 去屑 ,中国大陆 ,,
556031036850,日本进口资生堂洗发水丝蓓绮滢艳润养洗发露500ml*1瓶顺滑滋养 ,Shiseido/资生堂 ,丝蓓绮滢艳润养洗发露单瓶套装 ,深度滋养 柔软顺滑 改善毛躁 ,日本 ,所有发质 ,
587803701818,Mixxlab觅研氨基酸健发洗护套装蓬松控油清爽洗发水男女 ,MixX laboratory ,,,中国 ,所有发质 ,
594147291512,艾君防脱发育发洗发水女士防掉发断发固发生姜洗发水液露营养液 ,AJU/艾君 ,,强根健发 深层滋养头皮、清洁 防脱 育发 ,中国 ,,300mL 防脱育发黄金搭档组合（防脱洗发水300ml+防脱育发液20ml） 家庭防脱增发密发套装（防脱洗发水300ml*2+防脱育发液20ml） 
595402422756,小苍兰洗发水网红款持久留香味男女去屑止痒控油洗头发护发素套装 ,SHINERO/宣柔 ,,深层滋养头皮、清洁 温和清洁、修护 改善毛躁 去头屑 头皮控油 ,中国 ,所有发质 ,（送樱花沐浴露220ML）小苍兰香氛洗发水500ML【网红推荐套餐】 （送氨基酸洗面奶100g）小苍兰香氛洗发水500ML【网红热卖套餐】 （送迷迭香沐浴露500ML）小苍兰香氛洗发水500ML【网红洗沐套餐】 （送同款洗发水500ML）小苍兰香氛洗发水500ML【网红新品买1送1】 （送同款沐浴露500ML）小苍兰香氛洗发水500ML【网红新品买1送1】 （送同款护发素500ML）小苍兰香氛洗发水500ML（【网红新品买1送1】 小苍兰香氛洗发水500ML+沐浴露500ML+护发素500ML【网红三件套组合】 小苍兰香氛洗发水500ML+500ML+沐浴露500ML【网红新品洗沐搭配】 小苍兰香氛洗发水500ML+500ML+护发素500ML【网红新品洗护搭配】 小苍兰香氛洗发水500ML+500ML+500ML【网红新品洗发水3瓶装】 
521989838231,Shiseido/资生堂 水之密语洗发露 ,Shiseido/资生堂 ,,改善毛躁 保湿 补水 ,中国 ,所有发质 ,600ml 
587576235482,Shiseido/资生堂 惠润柔净洗发露(绿野芳香) ,Shiseido/资生堂 ,,深层滋养头皮、清洁 滋润 保湿 ,日本 ,所有发质 ,600ml 
15823130413,oba/欧芭 5印象系列双重功效洗发乳 ,oba/欧芭 ,,头皮控油 头皮舒缓 滋润 深层清洁 ,中国 ,混合性 ,720g 
565579786971,Greenkosy/绿色溪谷 柔炫丝滑去屑洗发乳 ,Greenkosy/绿色溪谷 ,柔炫丝滑去屑洗发乳 ,去屑止痒 改善头痒 控油 去屑 清洁发丝头皮 ,澳大利亚 ,所有发质 ,
594153151633,滋源无硅油洗发水控油男女修复干枯毛躁官方旗舰店官网正品750ml ,SEEYOUNG/滋源 ,无患子润泽柔亮馨香洗发水 ,,中国大陆 ,干性 ,
44822262918,obeis/欧贝斯 去屑洗发露（滋养柔顺型） ,obeis/欧贝斯 ,,改善毛躁 去头屑 滋润 ,中国 ,,滋养柔顺型 营养修护型 润养亮泽型 
589026677318,日本amino mason氨基酸清爽控油男女士洗发水护发素套装450ml*2 ,Amino Mason ,,,日本 ,,
525525092988,日本进口资生堂洗发水 惠润柔净鲜花芳香洗发露220ml 柔软顺滑 ,Shiseido/资生堂 ,鲜花芳香洗发水220ml单件套装 ,柔软顺滑 滋润营养 改善毛躁 ,日本 ,所有发质 ,
44647082305,JANESE/珍妮诗 焗油滋润二合一洗发露 ,JANESE/珍妮诗 ,焗油滋润二合一洗发露 ,焗油 滋润营养 滋润 补水 ,中国大陆 ,所有发质 ,
585007374660,HAIR RECIPE/发の食谱 无花果清爽丰盈洗发水530ml ,HAIR RECIPE ,,丰盈蓬松 ,泰国 ,,530ml 
556938031354,日本资生堂玛馨妮香氛洗发水护发素套装女无硅油香水型洗发露蓬松 ,MA CHERIE/玛馨妮 ,,丰盈蓬松 控油 改善毛躁 ,,油性 ,
574980412958,HAIR RECIPE/发の食谱 蜂蜜富养水润洗发水530ml ,HAIR RECIPE ,,滋润 ,中国 ,,无花果洗530ml 无花果护530g 蜂蜜洗530ml 蜂蜜护530g 
568789016173,熊野油脂 无硅油马油洗发水 ,熊野油脂 ,,丰盈蓬松 改善毛躁 染烫受损护理 ,日本 ,所有发质 ,600ml 600*2 
587042307452,飘柔洗发水护发素1730ml套装焗油护理男士女士旗舰店官方旗舰正品 ,REJOICE/飘柔 ,精油护理洗发水护发素套装 ,柔软顺滑 焗油 改善毛躁 头皮舒缓 清洁发丝头皮 ,中国大陆 ,干性 ,
569209711768,Romano/罗曼诺 清爽控油洗发露 ,Romano/罗曼诺 ,清爽控油洗发露 ,深度清洁 控油 滋润 去屑 损伤修护 ,中国大陆 ,正常发质 ,
585569729982,MiriamQuevedo/迷莲卡薇 极致鱼子酱特效防脱发洗发水 ,MiriamQuevedo/迷莲卡薇 ,,强根健发 温和清洁、修护 ,西班牙 ,,250mL 
592708845496,海瑟薇控油柔顺生姜氨基酸洗发水护发素套装清爽蓬松男女士洗发露 ,海瑟薇 ,,强根健发 丰盈蓬松 头皮控油 深层清洁 控油 ,中国 ,油性 ,控油平衡（洗280ml+护280ml）+旅行6件套 赋养丝滑（洗280ml+护280ml）+旅行6件套 滋养发根（洗280ml+护280ml）+旅行6件套 净屑舒爽（洗280ml+护280ml）+旅行6件套 
544774113213,法国toofruit多果肤有机儿童洗发水3-12岁男女孩无硅油洗发露进口 ,toofruit ,,,法国 ,,
9326726472,资生堂水之密语净澄水活洗护套装600ml倍润型凝润水护洗发水女 ,Shiseido/资生堂 ,,,中国 ,,其他/other 
40901650295,阿玛施 阿玛施滋养柔顺护发洗发水(大地) ,阿玛施 ,,深层滋养头皮、清洁 丰盈蓬松 改善毛躁 滋润 ,中国 ,所有发质 ,丹桂香 2瓶洗发水 大地香 2瓶洗发水 丹桂香 2瓶沐浴露 大地香 2瓶沐浴露 丹桂香 洗发水+护发乳 大地香 洗发水+护发素 丹桂香 洗发水+沐浴露 大地香 洗发水+沐浴露 丹桂香 护发乳+沐浴露 大地香 护发素+沐浴露 丹桂 洗护沐一套 大地香 洗护沐一套 
570748317177,mese/美多丝 美多丝洗发水护发素 ,mese/美多丝 ,,强根健发 改善毛躁 染烫受损护理 损伤修复 脆弱开叉护理 ,中国 ,受损发质 ,水漾丝滑洗发水300ML*2【正常发质】 水漾丝滑洗发水550ML*2【正常发质】 密集修护洗发水300ML*2【受损发质】 密集修护洗发水550ML*2【受损发质】 舒缓净屑洗发水300ML*2【头屑发质】 舒缓净屑洗发水550ML*2【头屑发质】 生姜滋养固发洗发水300ML*2【掉发发质】 生姜滋养固发洗发水550ML*2【掉发发质】 清滢控油洗发水（无硅油）300ML*2【油性发质】 清滢控油洗发水（无硅油）550ML*2【油性发质】 生姜净屑固发洗发水（无硅油）300ML*2【掉发发质】 生姜净屑固发洗发水（无硅油）550ML*2【掉发发质】 水漾丝滑洗发水+丝滑润养护发素【300ML滋养】 水漾丝滑洗发水+丝滑润养护发素【550ML滋养】 密集修护洗发水+密集水润护发素【300ml受损】 密集修护洗发水+密集水润护发素【550ml受损】 舒缓净屑洗发水+丝滑润养护发素【300ml头屑】 舒缓净屑洗发水+丝滑润养护发素【550ML头屑】 生姜滋养固发洗发水+生姜护发素【300ml养发】 生姜滋养固发洗发水+生姜护发素【550ml养发】 清滢控油洗发水（无硅油）+密集水润护发素【300ml油性】 生姜净屑固发洗发水（无硅油）+生姜护发素【300ml掉发】 生姜净屑固发洗发水（无硅油）+生姜护发素【550ml掉发】 清滢控油洗发水（无硅油）+密集水润护发素【550ml油性发质】 
8981489316,Swisson/蕴特优能 优能抑脂平衡调理露 ,Swisson/蕴特优能 ,,清洁 发色亮泽 温和清洁、修护 头皮控油 控油 ,中国 ,油性 ,750mL 
585753603714,澳兰黛孕妇洗发水孕妇专用天然纯洗头膏洗发露月子产妇怀孕哺乳期 ,AOCILENDA/澳の兰黛 ,,,,混合性 ,500ml 
554755691869,SYOSS/丝蕴 无硅水润洗发露 ,SYOSS/丝蕴 ,,深层清洁 保湿 ,中国 ,油性 ,500ml 750mL 
540519689624,George caroll/乔治卡罗尔 男士香水洗发露 ,George caroll/乔治卡罗尔 ,男士香水洗发露 ,柔软顺滑 去屑止痒 深层修复 滋润营养 控油 ,中国大陆 ,所有发质 ,
557451178709,简美 小苍兰滋养洗发乳 ,简美 ,,深层滋养头皮、清洁 改善毛躁 染后护色 染烫受损护理 滋润 ,中国 ,所有发质 ,520ml 
571303071098,George caroll/乔治卡罗尔 海洋洗发水沐浴露 ,George caroll/乔治卡罗尔 ,海洋洗发水沐浴露 ,滋润营养 控油 补水 去屑 清洁发丝头皮 ,中国大陆 ,所有发质 ,
578707791021,迪彩 鲜榨小种姜汁洗发乳 ,迪彩 ,鲜榨小种姜汁洗发乳 ,强韧防断发 损伤修复 滋润 ,中国大陆 ,,
586269598687,botanist 樱花洗发水 ,botanist ,,深层滋润头皮、清洁 丰盈蓬松 改善毛躁 损伤修复 ,日本 ,,受损修护型490ml 柔顺型 490ml 水润型 490ml 
571303071098,George caroll/乔治卡罗尔 海洋洗发水沐浴露 ,George caroll/乔治卡罗尔 ,海洋洗发水沐浴露 ,滋润营养 控油 补水 去屑 清洁发丝头皮 ,中国大陆 ,所有发质 ,
578707791021,迪彩 鲜榨小种姜汁洗发乳 ,迪彩 ,鲜榨小种姜汁洗发乳 ,强韧防断发 损伤修复 滋润 ,中国大陆 ,,
586269598687,botanist 樱花洗发水 ,botanist ,,深层滋润头皮、清洁 丰盈蓬松 改善毛躁 损伤修复 ,日本 ,,受损修护型490ml 柔顺型 490ml 水润型 490ml 
550338150369,阿芙 迷迭香头皮清洁精油洗发露 ,阿芙 ,,控油 ,中国 ,,迷迭香洗发245ml 依兰依兰洗发245ml 迷迭香护发245ml 依兰依兰护发245ml 昆士兰坚果洗发245ml 昆士兰坚果护发245ml 圣约翰草洗发245ml 圣约翰草护发245ml 
593815503721,日本amino mason氨基酸修护无硅油洗发水头皮护理男女洗发露450ml ,Amino Mason ,,深层滋养头皮、清洁 改善毛躁 染烫受损护理 损伤修复 控油 ,日本 ,,清爽洗发水450ml 滋养洗发水450ml 
533953613386,植观 Luise油我决定清爽控油洗护套装 ,植观 ,,,中国 ,油性 ,251g*2 
575958717490,祖马龙小苍兰洗发水套装女士香水型香味持久柔顺网红同款洗头膏正 ,徽歌 ,,改善头痒 去头屑 头皮控油 深层清洁 ,中国 ,所有发质 ,洗发水500ML【送沐浴露500ML】每天限量100套 洗发水500ML【香氛柔顺】 护发素500ML【补水顺滑】 沐浴露500ML【香体嫩肤】 洗发水500ML【送洗发水500ML】 洗发水500ML【送护发素500ML】 洗发水500ML【送沐浴露500ML】 洗发水500ML+护发素500ML+沐浴露500ML 
550537929517,阿迪达斯洗发露控油男士 家庭装洗发膏洗发水沐浴露套装去屑止痒 ,Adidas/阿迪达斯 ,控油劲爽男士去屑洗发露套装 ,去屑止痒 改善头痒 控油 头皮舒缓 去屑 ,中国大陆 ,,
584697556998,HAIR RECIPE/发の食谱 Hair Recipe发之食谱蜂蜜滋润无硅油水果洗发水530ml+530g进口 ,HAIR RECIPE ,,丰盈蓬松 滋润 ,泰国 ,,530ml+530g 
592725931621,PRIME BLUE/尊蓝 尊蓝蓝调香氛洗发露 ,PRIME BLUE/尊蓝 ,尊蓝蓝调香氛洗发露 ,控油 ,中国大陆 ,,
557393365893,SAVOL/章华 牛油果损伤修护洗发水 ,SAVOL/章华 ,,去头屑 滋润 损伤修复 柔顺ROSHUN ,中国 ,受损发质 ,牛油果洗发水500ml 
575984707520,KASIPA h精草650ml洗护 ,KASIPA ,,深层滋润头皮、清洁 去头屑 染烫受损护理 保湿 控油 ,中国 ,,h精草强韧控油柔顺护理650ml*2洗护套装 h精草补水亮泽柔顺护理650ml*2洗护套装 h精草去屑止痒柔顺护理650ml*2洗护套装 h精草烫染修护柔顺护理650ml*2洗护套装 h精草无硅油清爽柔顺护理650ml*2洗护套装 
558842854698,黛丝恩Moist Diane摩洛哥精油洗发水护发素套装受损修护500ml ,Moist Diane/黛丝恩 ,,,日本 ,受损发质 ,500g/mL 
560123762694,施华蔻斐丝丽芍药丝柔洗发水护发素套装1.36L香氛洗护洗发润发乳 ,斐丝丽 ,,滋润 ,中国 ,,其他/other 
592870746326,吻序 德生源育发健发养发液 ,吻序 ,德生源育发健发养发液 ,防脱发 控油 浓密 ,中国大陆 ,,
578207976958,杜兰轩尼丝 杜兰轩尼丝艾草鲜萃洗发露 ,杜兰轩尼丝 ,,深层滋养头皮、清洁 清透润泽光泽亮丽 去头屑 染烫受损护理 ,中国 ,所有发质 ,艾草洗发水500ML 艾草护发素200ML 艾草沐浴露500ML 艾草护发精油60ML 艾草洗发水500ML+护发素200ML 艾草洗发水500ML+沐浴露500ML 艾草洗发水500ML+护发素200ML+沐浴露500ML 艾草洗发水500ML+护发素200ML+沐浴露500ML+护发精油60ML 
595084626918,LAVER莱薇尔防脱育发洗发水防脱发育发固发洗发液去油育发生男女 ,LAVER/莱薇尔 ,,强根健发 深层清洁 防脱 育发 ,中国 ,所有发质 ,280ml 
558790261238,黛丝恩Moist Diane摩洛哥精油无硅油洗发水护发素套装500ml ,Moist Diane/黛丝恩 ,,,日本 ,油性 ,500g/mL 
538661470431,好迪 好迪男士去屑止痒控油洗发水清爽去油深层清洁洗发露买一送一送200ml ,好迪 ,,改善头痒 去头屑 深层清洁 ,中国 ,油性 ,水润丝滑型去屑洗发水750ml 男士清爽控油型去屑洗发水750ml 营养滋润型去屑洗发水750ml 烫染修护型去屑洗发水750ml 焗油亮泽型去屑洗发水750ml 
552809219764,施华蔻斐丝丽睡莲柔顺洗发水护发素1.36L套装香氛洗护家庭套装 ,斐丝丽 ,,滋润 深层清洁 补水 ,中国 ,,
586614481856,【态度瓶】施华蔻8金纯盈润精油无硅油洗发水洗头膏洗护套装1.2L ,Schwarzkopf/施华蔻 ,,,中国 ,油性 ,
586897143091,【态度瓶】施华蔻多效修护19氨基酸洗发水护发男女士洗护套装1.2L ,Schwarzkopf/施华蔻 ,,,中国 ,,
596055319353,阿道夫 轻柔丝滑洗发水中样 ,阿道夫 ,,改善毛躁 丰盈蓬松 温和清洁、修护 ,中国 ,,55ml 
38247321950,阿道夫洗沐套装控油清爽洗发水+魔红诱惑沐浴露  持久留香 ,阿道夫 ,洗沐套装(控油+魔红) ,深度清洁 改善毛躁 损伤修复 滋润 补水 ,中国大陆 ,所有发质 ,
561944730438,潘婷 排浊赋能头皮洗发露 ,潘婷 ,排浊赋能头皮洗发露 ,其他 ,中国大陆 ,,
564304721129,海飞丝 无硅油450+200净化露 ,海飞丝 ,无硅油450+200净化露 ,去屑止痒 ,中国大陆 ,,
566434571434,海飞丝 去屑洗发露(恬雅清新) ,海飞丝 ,去屑洗发露(恬雅清新) ,去屑止痒 控油 ,中国大陆 ,,
592211450034,【官方正品】吕男士参海水润舒爽保湿无硅油洗发水新品400ml ,RYO/吕 ,,温和清洁、修护 ,中国 ,,400mL 
565074252521,【官方正品】黑吕洗发水护发素改善毛躁臻参洗护套装香400ml*2 ,RYO/吕 ,,,韩国 ,,
562185124194,海飞丝 去屑洗发露黑亮*强韧型 ,海飞丝 ,去屑洗发露黑亮*强韧型 ,滋润营养 强韧防断发 ,中国大陆 ,,
579942289247,海飞丝清爽去油洗发水套装700MLx2+200ml ,海飞丝 ,,,,所有发质 ,
541246297654,L＇oreal/欧莱雅 多效修复无硅洗发露 ,L'OREAL /欧莱雅 ,,温和清洁、修护 改善毛躁 ,中国 ,,400mL 700mL 
529826548622,欧莱雅男士炭爽水润劲爽去油活泉洗发水套装 去头屑控油 清爽洁净 ,L'OREAL /欧莱雅 ,,改善头痒 深层清洁 补水 ,中国 ,,
43813258090,【屈臣氏】套装 欧莱雅透明质酸水润洗发露700毫升X3件 ,L'OREAL /欧莱雅 ,透明质酸水润洗发露700毫升X3件 套装 ,滋润 ,中国大陆 ,,
19809109237,【屈臣氏】欧莱雅精油润养洗发露700ML 滋润修护 ,L'OREAL /欧莱雅 ,多效修复洗发露套装1 ,滋润营养 ,中国大陆 ,,
42734827809,L＇oreal/欧莱雅 沙龙洗护染后护色洗发水 ,L'OREAL /欧莱雅 ,,滋润 ,西班牙 ,所有发质 ,1500mL 
560338727270,施华蔻洗发水朱一龙氨基酸多效修护洗护套装护发素改善干枯防毛躁 ,Schwarzkopf/施华蔻 ,,,中国 ,,
36091230562,施华蔻洗护水漾精华滋养洗发水护发素套装正品柔顺干枯补水洗发露 ,Schwarzkopf/施华蔻 ,,,中国 ,受损发质 ,1000ml+1000ml 
546525064331,Schwarzkopf/施华蔻 多效修护19套装 ,Schwarzkopf/施华蔻 ,,,中国 ,,
520836690564,联合利华凌仕契合香氛喷雾150ml+清扬男士活力运动洗发水500g套装 ,CLEAR/清扬 ,,去头屑 ,,正常发质 ,
557110801107,联合利华清扬植觉润养石榴无硅洗发水露+精华护发素正品380ml*2 ,CLEAR/清扬 ,清扬植觉润养去屑洗护发套装 ,深度滋养 柔软顺滑 去屑 ,中国大陆 ,所有发质 ,
552691921309,CLEAR/清扬 头皮滋养护理多效水润养护型去屑洗发露 ,CLEAR/清扬 ,头皮滋养护理多效水润养护型去屑洗发露 ,去屑止痒 滋润 ,中国大陆 ,,
552694589338,清扬去屑洗发露樱花沁爽型750ml 洗发乳 ,CLEAR/清扬 ,清扬去屑洗发露(樱花沁爽型)组合 ,深度清洁 去屑 ,中国大陆 ,,
588354797620,清扬洗发水清扬男士去屑洗发露活力运动薄荷型200ml 500ml 1000ml ,CLEAR/清扬 ,男士洗发露活力运动薄荷型组合 ,,中国大陆 ,,
565288655707,Shiseido/资生堂 护理道凝时焕发洗发露 ,Shiseido/资生堂 ,护理道凝时焕发洗发露 ,深度滋养 柔软顺滑 改善毛躁 ,日本 ,,
44999037824,资生堂水之密语净澄水活洗护套装600ml*2瓶 倍润型洗发水 ,Shiseido/资生堂 ,,损伤修复 改善毛躁 柔顺润滑 深层清洁 滋润 脆弱开叉护理 ,,所有发质 ,
540740783681,资生堂水之密语净澄水活洗发水/露600ml*2瓶家庭装套装控油型清爽 ,Shiseido/资生堂 ,,,中国 ,,
563628213249,日本资生堂玛馨妮洗发水护发素套装450ml*2女 柔顺 滋养 ,Shiseido/资生堂 ,,控油 改善毛躁 染后护色 染烫受损护理 烫后护卷 ,,所有发质 ,
535926151860,资生堂惠润绿野芳香洗护套装替换装400ml*2袋洗发水护发素2件套 ,Shiseido/资生堂 ,,保湿 改善毛躁 深层清洁 滋润 补水 ,,所有发质 ,
555677280619,COCOESSENCE/遇见香芬 水润蛋白多效香芬 洗发乳 ,COCOESSENCE/遇见香芬 ,水润蛋白多效香芬 洗发乳 ,去屑止痒 深度滋养 滋润营养 柔软顺滑 深度清洁 ,中国大陆 ,所有发质 ,
572136043804,阿迪达斯男士洗发水露沐浴露套装男洗头膏控油洗护旅行持久留香味 ,Adidas/阿迪达斯 ,洗发洗沐护理套装 ,,中国大陆 ,,
560362908780,荷森氏 男士无硅油洗发水 ,荷森氏 ,男士无硅油洗发水 ,去屑止痒 深度清洁 丰盈蓬松 控油 清洁发丝头皮 ,中国大陆 ,所有发质 ,
520794486670,Claude Galien 香疗黄金洗发润膏COCO香型(无硅油) ,Claude Galien ,香疗黄金洗发润膏COCO香型(无硅油) ,柔软顺滑 去屑止痒 深层修复 深度清洁 焗油 ,中国大陆 ,所有发质 ,
594294913712,古龙洗发水男士专用香味持久留香去屑止痒控油清爽除螨香水洗头膏 ,三个魔发匠 ,,深层滋养头皮、清洁 改善头痒 去头屑 保湿 控油 ,中国 ,所有发质 ,古龙香温和型500ml 古龙香薄荷型500ml 
546328540184,霸王 姜汁首乌去屑洗发精华素 ,霸王 ,姜汁首乌去屑洗发精华素 ,去屑止痒 ,中国大陆 ,所有发质 ,
582949622724,Moist Diane/黛丝恩 植萃水润轻盈型 ,Moist Diane/黛丝恩 ,,,日本 ,,480ml 
561037407213,Leonor Greyl 蜂胶洗发露 ,Leonor Greyl ,蜂胶洗发露 ,去屑止痒 ,法国 ,,
568902328323,Aussie袋鼠洗发水300ml*2+发膜250ml奇迹水润头发蓬松柔顺套装女 ,AUSSIE ,,深层滋润头皮、清洁 清透润泽光泽亮丽 滋润 保湿 ,中国 ,所有发质 ,
587468124016,COCOESSENCE/遇见香芬 桃花蜜语润泽修护洗发露 ,COCOESSENCE/遇见香芬 ,桃花蜜语润泽修护洗发露 ,深度滋养 柔软顺滑 滋润营养 ,中国大陆 ,所有发质 ,
13994723839,法贝儿小粉瓶洗发护发二合一儿童洗发水 男女宝宝温和柔顺洗发露 ,Biolane/法贝儿 ,,,法国 ,,
573821318907,George caroll/乔治卡罗尔 卓亚-黑金男士香水洗发水 ,George caroll/乔治卡罗尔 ,卓亚-黑金男士香水洗发水 ,深度滋养 控油 补水 去屑 ,中国大陆 ,所有发质 ,
581841772351,霸王 女士防脱洗发液 ,霸王 ,女士防脱洗发液 ,滋润营养 强韧防断发 防脱发 ,中国大陆 ,,
580436107314,PAHKEN/帕克 经典丝滑洗发乳+护发素+沐浴露 ,PAHKEN/帕克 ,,温和清洁、修护 去头屑 头皮控油 柔顺ROSHUN ,中国 ,,丝滑洗发水+护发素+沐浴露 各500ml 控油洗发水+护发素+沐浴露 各500ml 洗发水 护发素 沐浴露 各500ml 共选三瓶 备注或联系客服 丝滑洗发水+护发素+沐浴露 各800ml 控油清爽洗发水+护发素+沐浴露各800ml 洗发水 护发素 沐浴露 各800ml 共选三瓶 备注或联系客服 丝滑洗发水800ml 
592633985729,阿芙生姜头皮洗发露护发乳500ml 洗发水护发素控油无硅油干枯毛躁 ,阿芙 ,,清洁 发色亮泽 丰盈蓬松 ,中国 ,,生姜洗发水500ml 生姜护发乳500ml 
549054309858,botanist 植物性头皮护理洗发水 ,botanist ,,强根健发 防脱 ,日本 ,所有发质 ,490ml 
564664362166,熊野油脂 马油洗发水 ,熊野油脂 ,马油洗发水 ,深度滋养 防脱发 柔软顺滑 去屑止痒 深层修复 深度清洁 滋润营养 脆弱开叉护理 丰盈蓬松 改善毛躁 改善头痒 强韧防断发 控油 头皮舒缓 损伤修复 滋润 补水 舒缓肌肤 ,日本 ,,
549039210467,ESTANDARD 玫瑰精油洗发水 ,ESTANDARD ,,强根健发 清洁 发色亮泽 温和清洁、修护 损伤修复 ,日本 ,,250mL 600ml 500mL替换装 
43501479005,杜兰轩尼丝 淘米水洗发米桨 ,杜兰轩尼丝 ,,丰盈蓬松 去头屑 头皮控油 滋润 ,中国 ,所有发质 ,淘米水小瓶洗发水40ML 淘米水洗发水500ML【绿瓶】 淘米水洗发水780ML【白瓶】 淘米水洗发水780ML【两瓶装/白瓶】 淘米水洗发水500ML+护发素500ML【绿瓶】 淘米水洗发水780ML+护发素780ML【白瓶】 
552766914131,施华蔻斐丝丽紫玉兰烫染修护洗发水护发素680ml正品香氛洗护 ,斐丝丽 ,,滋润 深层清洁 ,中国 ,,
595774864732,韩国formula of beauty美丽艾拉无硅油洗发水柔顺 玛咖珑网红套装 ,美丽艾拉 ,,,韩国 ,,300ml*2 
581623895674,力士洗发水露液洗头膏护发素沐浴乳露家庭套装持久留香旗舰男女士 ,LUX/力士 ,水润丝滑洗发乳套装 ,柔软顺滑 深度清洁 滋润 ,中国大陆 ,所有发质 ,
580836477689,雨洁 去屑控油洗发露 ,雨洁 ,去屑控油洗发露 ,去屑止痒 深度清洁 控油 清洁发丝头皮 ,中国大陆 ,所有发质 ,
578175107897,RAUSCH/路丝 柳皮滋养护理洗发露 ,RAUSCH/路丝 ,柳皮滋养护理洗发露 ,清洁发丝头皮 ,其他 ,,
578084396059,KAN KI ROU/柑气楼 柑橘滋养洗发露 ,KAN KI ROU/柑气楼 ,,头皮控油 去头屑 清洁 发色亮泽 强根健发 改善毛躁 ,日本 ,所有发质 ,725g大瓶实惠装 380g小瓶装 500g实惠补充装 150ml中干性育发液 150ml油性混合性育发液 
573598996688,RYO/吕 吕滋养韧发密集强韧洗发水 （油性头皮） ,RYO/吕 ,吕滋养韧发密集强韧洗发水 （油性头皮） ,去屑止痒 ,韩国 ,,
42890295723,发雅丝 防脱育发洗发露 ,发雅丝 ,防脱育发洗发露 ,防脱发 改善毛躁 改善头痒 浓密 ,中国大陆 ,所有发质 ,
592630386220,韵の堂 淘米水臻萃养发系列 ,韵の堂 ,,,中国 ,所有发质 ,500ml*2 
557242607924,澳宝 香氛洗发精华乳(燕窝水润盈动) ,澳宝 ,香氛洗发精华乳(燕窝水润盈动) ,柔软顺滑 改善毛躁 补水 损伤修护 清洁发丝头皮 ,中国大陆 ,所有发质 ,
556938115732,日本资生堂玛馨妮洗发水露护发素套装女450ml*2柔顺香水型 ,MA CHERIE/玛馨妮 ,,保湿 改善毛躁 补水 ,,受损发质 ,
567695916083,Beaver/博柔 樱花菁华洗发露 ,Beaver/博柔 ,,清洁 发色亮泽 染后护色 损伤修复 控油 ,中国 ,油性 ,洗发露350ml 护发乳350ml 洗发露350ml+护发乳350ml 洗发露730ml 护发乳730ml 洗发露730ml+护发乳730ml 洗发露730ml+护发乳350ml 洗发露350ml*2+护发乳350ml 
574049004644,理发师 直发垂坠顺滑亮泽洗发水 ,理发师 ,,深层滋养头皮、清洁 丰盈蓬松 滋润 保湿 补水 ,中国 ,所有发质 ,直发垂坠柔顺洗发露400mL 短发清爽亮泽洗发露400mL 卷发回卷修护洗发露400mL 超短发酷爽劲能洗发露250mL*2 直发洗发水护发素套装400mL 卷发洗发水护发素套装400mL 短发洗发水护发素套装400mL 
570118787451,植观氨基酸洗发水沐浴露液二合一儿童洗发水小孩宝宝婴儿洗护2合1 ,植观 ,,,中国大陆 ,,
575629900214,Neutrogena/露得清 修复受损发质洗发露 ,Neutrogena/露得清 ,修复受损发质洗发露 ,柔软顺滑 深度清洁 控油 损伤修复 损伤修护 ,美国 ,,
570282578024,BEE＆FLOWER/蜂花 无硅洗发露750ml ,BEE＆FLOWER/蜂花 ,无硅洗发露750ml ,深度滋养 强韧防断发 滋润 损伤修护 ,中国大陆 ,,
